"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2006";"kg";"25083";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2006";"kg";"64330";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2007";"kg";"75930";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2007";"kg";"77905";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2007";"kg";"84035";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2007";"kg";"3199";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2007";"kg";"26605";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2007";"kg";"59512";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2007";"kg";"56732";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2007";"kg";"25891";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2007";"kg";"35164";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2007";"kg";"40504";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2007";"kg";"38884";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2007";"kg";"94371";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2008";"kg";"104087";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2008";"kg";"105958";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2008";"kg";"111563";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2008";"kg";"101069";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2008";"kg";"105601";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2008";"kg";"82374";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2008";"kg";"41341";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2008";"kg";"1668";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2008";"kg";"7215";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2008";"kg";"9908";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2008";"kg";"12647";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2008";"kg";"13323";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2009";"kg";"15487";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2009";"kg";"29209";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2009";"kg";"33932";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2009";"kg";"37426";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2009";"kg";"40555";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2009";"kg";"37562";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2009";"kg";"27893";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2009";"kg";"11327";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2009";"kg";"18084";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2009";"kg";"19253";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2009";"kg";"20370";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2009";"kg";"47024";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2010";"kg";"54450";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2010";"kg";"55612";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2010";"kg";"63665";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2010";"kg";"71012";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2010";"kg";"77880";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2010";"kg";"64196";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2010";"kg";"35157";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2010";"kg";"16908";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2010";"kg";"20388";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2010";"kg";"27511";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2010";"kg";"29425";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2010";"kg";"67402";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2011";"kg";"81445";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2011";"kg";"76924";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2011";"kg";"90615";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2011";"kg";"73633";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2011";"kg";"55838";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2011";"kg";"32519";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2011";"kg";"16326";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2011";"kg";"13047";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2011";"kg";"17149";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2011";"kg";"18262";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2011";"kg";"22367";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2011";"kg";"19216";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2012";"kg";"44720";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2012";"kg";"56635";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2012";"kg";"60764";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2012";"kg";"59056";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2012";"kg";"54494";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2012";"kg";"39703";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2012";"kg";"25106";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2012";"kg";"9279";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2012";"kg";"18379";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2012";"kg";"15922";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2012";"kg";"26190";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2012";"kg";"65187";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2013";"kg";"87643";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2013";"kg";"85440";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2013";"kg";"101147";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2013";"kg";"99175";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2013";"kg";"96668";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2013";"kg";"73026";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2013";"kg";"45731";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2013";"kg";"22237";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2013";"kg";"20145";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2013";"kg";"23444";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2013";"kg";"42678";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2013";"kg";"80262";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2014";"kg";"83211";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2014";"kg";"77411";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2014";"kg";"90138";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2014";"kg";"66145";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2014";"kg";"67342";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2014";"kg";"58012";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2014";"kg";"25956";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2014";"kg";"20553";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2014";"kg";"17922";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2014";"kg";"21971";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2014";"kg";"39040";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2014";"kg";"48329";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2015";"kg";"60065";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2015";"kg";"59644";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2015";"kg";"18219";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2015";"kg";"22638";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2015";"kg";"14136";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2015";"kg";"12216";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2015";"kg";"16994";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2015";"kg";"11772";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2015";"kg";"8263";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2015";"kg";"11574";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2015";"kg";"18422";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2015";"kg";"22472";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2016";"kg";"31203";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2016";"kg";"32745";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2016";"kg";"57570";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2016";"kg";"58603";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2016";"kg";"54897";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2016";"kg";"37779";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2016";"kg";"22018";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2016";"kg";"7007";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2016";"kg";"4559";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2016";"kg";"9922";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2016";"kg";"9142";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2016";"kg";"16773";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2017";"kg";"22417";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2017";"kg";"25568";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2017";"kg";"34208";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2017";"kg";"29462";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2017";"kg";"30064";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2017";"kg";"17692";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2017";"kg";"4064";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"08-2017";"kg";"3340";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"09-2017";"kg";"2409";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"10-2017";"kg";"3349";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"11-2017";"kg";"3249";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"12-2017";"kg";"13595";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"01-2018";"kg";"17044";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"02-2018";"kg";"19938";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"03-2018";"kg";"27520";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"04-2018";"kg";"35811";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"05-2018";"kg";"37902";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"06-2018";"kg";"25975";""
"Production laitière ";"..Hors quota";"Matière grasse";"Québec";"07-2018";"kg";"16454";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-1999";"kg";"572650";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-1999";"kg";"594795";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-1999";"kg";"741922";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-1999";"kg";"793685";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-1999";"kg";"858597";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-1999";"kg";"688212";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-1999";"kg";"458413";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-1999";"kg";"475364";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-1999";"kg";"223894";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-1999";"kg";"227717";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-1999";"kg";"231114";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-1999";"kg";"427985";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2000";"kg";"529363";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2000";"kg";"556410";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2000";"kg";"642069";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2000";"kg";"679406";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2000";"kg";"697971";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2000";"kg";"630930";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2000";"kg";"421135";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2000";"kg";"213766";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2000";"kg";"225866";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2000";"kg";"233971";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2000";"kg";"122680";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2000";"kg";"158027";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2001";"kg";"233764";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2001";"kg";"214382";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2001";"kg";"237274";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2001";"kg";"218117";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2001";"kg";"247758";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2001";"kg";"214639";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2001";"kg";"143407";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2001";"kg";"81794";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2001";"kg";"93420";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2001";"kg";"105384";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2001";"kg";"111713";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2001";"kg";"162819";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2002";"kg";"208575";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2002";"kg";"183953";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2002";"kg";"198803";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2002";"kg";"192723";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2002";"kg";"100392";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2002";"kg";"75472";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2002";"kg";"32726";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2002";"kg";"18804";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2002";"kg";"19764";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2002";"kg";"19274";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2002";"kg";"16980";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2002";"kg";"20810";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2003";"kg";"24301";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2003";"kg";"20683";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2003";"kg";"23196";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2003";"kg";"16349";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2003";"kg";"28882";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2003";"kg";"38440";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2003";"kg";"30761";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2003";"kg";"22346";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2003";"kg";"24586";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2003";"kg";"28138";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2003";"kg";"25983";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2003";"kg";"42960";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2004";"kg";"48042";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2004";"kg";"57569";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2004";"kg";"65869";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2004";"kg";"67935";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2004";"kg";"68869";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2004";"kg";"65844";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2004";"kg";"42674";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2004";"kg";"17971";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2004";"kg";"17265";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2004";"kg";"19822";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2004";"kg";"19083";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2004";"kg";"49014";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2005";"kg";"62015";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2005";"kg";"67727";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2005";"kg";"94740";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2005";"kg";"87270";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2005";"kg";"96811";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2005";"kg";"90243";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2005";"kg";"42212";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2005";"kg";"17672";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2005";"kg";"18342";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2005";"kg";"20729";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2005";"kg";"21219";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2005";"kg";"50703";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2006";"kg";"62087";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2006";"kg";"79790";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2006";"kg";"97357";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2006";"kg";"106930";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2006";"kg";"89649";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2006";"kg";"64124";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2006";"kg";"31591";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2006";"kg";"16787";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2006";"kg";"21754";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2006";"kg";"23472";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2006";"kg";"20818";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2006";"kg";"53748";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2007";"kg";"63457";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2007";"kg";"64754";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2007";"kg";"69062";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2007";"kg";"2592";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2007";"kg";"21770";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2007";"kg";"49205";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2007";"kg";"47157";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2007";"kg";"21948";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2007";"kg";"29769";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2007";"kg";"33875";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2007";"kg";"32340";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2007";"kg";"78244";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2008";"kg";"86329";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2008";"kg";"87611";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2008";"kg";"92461";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2008";"kg";"83306";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2008";"kg";"87208";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2008";"kg";"67729";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2008";"kg";"34429";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2008";"kg";"1420";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2008";"kg";"6166";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2008";"kg";"8294";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2008";"kg";"10460";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2008";"kg";"11068";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2009";"kg";"12786";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2009";"kg";"23899";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2009";"kg";"27842";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2009";"kg";"30683";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2009";"kg";"33307";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2009";"kg";"31046";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2009";"kg";"23048";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2009";"kg";"9478";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2009";"kg";"15253";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2009";"kg";"15850";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2009";"kg";"16703";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2009";"kg";"38609";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2010";"kg";"44719";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2010";"kg";"45521";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2010";"kg";"52340";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2010";"kg";"58107";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2010";"kg";"63675";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2010";"kg";"53227";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2010";"kg";"28755";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2010";"kg";"14189";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2010";"kg";"17084";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2010";"kg";"22530";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2010";"kg";"24095";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2010";"kg";"55218";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2011";"kg";"66420";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2011";"kg";"62319";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2011";"kg";"73589";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2011";"kg";"59839";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2011";"kg";"45131";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2011";"kg";"26248";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2011";"kg";"13229";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2011";"kg";"10773";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2011";"kg";"14150";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2011";"kg";"14917";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2011";"kg";"18256";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2011";"kg";"15643";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2012";"kg";"36697";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2012";"kg";"46488";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2012";"kg";"49856";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2012";"kg";"48354";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2012";"kg";"44369";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2012";"kg";"32522";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2012";"kg";"20820";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2012";"kg";"7727";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2012";"kg";"15236";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2012";"kg";"13048";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2012";"kg";"21414";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2012";"kg";"53137";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2013";"kg";"71161";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2013";"kg";"69197";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2013";"kg";"82002";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2013";"kg";"80022";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2013";"kg";"77689";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2013";"kg";"58886";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2013";"kg";"37074";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2013";"kg";"18296";""
