"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2007";"$/hl";"72,284";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2007";"$/hl";"74,5473";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2007";"$/hl";"74,2044";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2007";"$/hl";"74,572";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2007";"$/hl";"72,6058";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2007";"$/hl";"73,1107";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2007";"$/hl";"71,0645";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2007";"$/hl";"73,9179";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2007";"$/hl";"76,8237";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2007";"$/hl";"76,5241";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2007";"$/hl";"77,4479";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2007";"$/hl";"75,8211";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2008";"$/hl";"73,2374";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2008";"$/hl";"75,9445";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2008";"$/hl";"72,9769";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2008";"$/hl";"77,1225";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2008";"$/hl";"74,8789";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2008";"$/hl";"75,7665";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2008";"$/hl";"72,1506";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2008";"$/hl";"75,9553";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2008";"$/hl";"78,185";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2008";"$/hl";"76,6798";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2008";"$/hl";"77,791";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2008";"$/hl";"75,8156";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2009";"$/hl";"77,3929";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2009";"$/hl";"75,8632";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2009";"$/hl";"76,7827";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2009";"$/hl";"76,5512";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2009";"$/hl";"75,5908";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2009";"$/hl";"76,9655";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2009";"$/hl";"74,3219";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2009";"$/hl";"75,155";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2009";"$/hl";"74,8063";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2009";"$/hl";"74,4078";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2009";"$/hl";"75,8285";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2009";"$/hl";"79,1227";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2010";"$/hl";"76,1378";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2010";"$/hl";"78,9914";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2010";"$/hl";"74,6914";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2010";"$/hl";"78,5469";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2010";"$/hl";"76,6228";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2010";"$/hl";"75,3057";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2010";"$/hl";"76,6809";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2010";"$/hl";"73,6567";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2010";"$/hl";"76,1522";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2010";"$/hl";"80,0602";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2010";"$/hl";"77,6183";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2010";"$/hl";"79,9362";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2011";"$/hl";"77,094";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2011";"$/hl";"82,0452";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2011";"$/hl";"81,5853";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2011";"$/hl";"79,3438";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2011";"$/hl";"79,2291";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2011";"$/hl";"78,9781";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2011";"$/hl";"75,1529";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2011";"$/hl";"77,3037";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2011";"$/hl";"81,3211";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2011";"$/hl";"81,2359";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2011";"$/hl";"83,6396";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2011";"$/hl";"81,2371";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2012";"$/hl";"81,4217";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2012";"$/hl";"82,7928";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2012";"$/hl";"79,0275";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2012";"$/hl";"73,7095";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2012";"$/hl";"79,7733";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2012";"$/hl";"77,6624";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2012";"$/hl";"76,5515";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2012";"$/hl";"76,7524";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2012";"$/hl";"79,4733";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2012";"$/hl";"78,1999";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2012";"$/hl";"81,1093";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2012";"$/hl";"82,6192";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2013";"$/hl";"78,412";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2013";"$/hl";"83,593";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2013";"$/hl";"79,5938";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2013";"$/hl";"77,3801";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2013";"$/hl";"79,903";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2013";"$/hl";"80,6988";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2013";"$/hl";"80,37";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2013";"$/hl";"80,3398";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2013";"$/hl";"78,0367";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2013";"$/hl";"82,4228";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2013";"$/hl";"84,0472";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2013";"$/hl";"83,1321";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2014";"$/hl";"82,014";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2014";"$/hl";"83,7333";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2014";"$/hl";"85,6996";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2014";"$/hl";"85,7027";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2014";"$/hl";"84,1375";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2014";"$/hl";"84,4913";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2014";"$/hl";"81,8972";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2014";"$/hl";"81,7508";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2014";"$/hl";"78,471";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2014";"$/hl";"83,7351";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2014";"$/hl";"85,7807";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2014";"$/hl";"83,8749";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2015";"$/hl";"80,3469";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2015";"$/hl";"81,3249";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2015";"$/hl";"82,6266";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2015";"$/hl";"78,5374";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2015";"$/hl";"77,222";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2015";"$/hl";"76,7352";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2015";"$/hl";"73,243";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2015";"$/hl";"75,2214";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2015";"$/hl";"77,6346";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2015";"$/hl";"80,8559";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2015";"$/hl";"82,2822";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2015";"$/hl";"79,0091";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2016";"$/hl";"75,8837";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2016";"$/hl";"76,5598";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2016";"$/hl";"78,6049";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2016";"$/hl";"78,5562";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2016";"$/hl";"78,7313";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2016";"$/hl";"78,1892";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2016";"$/hl";"73,2808";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2016";"$/hl";"78,6276";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2016";"$/hl";"78,4588";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2016";"$/hl";"80,4293";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2016";"$/hl";"81,7468";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2016";"$/hl";"82,5163";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2017";"$/hl";"77,0048";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2017";"$/hl";"78,7757";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2017";"$/hl";"78,5641";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2017";"$/hl";"75,0477";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2017";"$/hl";"77,3658";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2017";"$/hl";"77,8928";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2017";"$/hl";"75,8977";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2017";"$/hl";"79,2905";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2017";"$/hl";"77,5169";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2017";"$/hl";"79,1175";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2017";"$/hl";"79,2795";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2017";"$/hl";"77,8232";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2018";"$/hl";"76,9918";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2018";"$/hl";"76,811";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2018";"$/hl";"75,2668";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2018";"$/hl";"72,4073";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2018";"$/hl";"74,7926";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2018";"$/hl";"72,9379";""
"Prix moyen du lait ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2018";"$/hl";"73,4063";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-1999";"$/hl";"23,1263";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-1999";"$/hl";"25,4785";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-1999";"$/hl";"26,5728";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-1999";"$/hl";"26,436";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-1999";"$/hl";"17,9958";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-1999";"$/hl";"17,0225";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-1999";"$/hl";"16,6898";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-1999";"$/hl";"17,4598";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-1999";"$/hl";"18,4932";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-1999";"$/hl";"19,8";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-1999";"$/hl";"19,5207";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-1999";"$/hl";"19,4578";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2000";"$/hl";"19,5814";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2000";"$/hl";"19,8494";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2000";"$/hl";"20,4405";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2000";"$/hl";"20,8879";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2000";"$/hl";"20,6839";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2000";"$/hl";"21,2013";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2000";"$/hl";"23,5242";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2000";"$/hl";"10,0788";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2000";"$/hl";"10,2643";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2000";"$/hl";"10,4256";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2000";"$/hl";"10,4533";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2000";"$/hl";"10,4818";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2001";"$/hl";"10,452";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2001";"$/hl";"10,4817";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2001";"$/hl";"13,9794";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2001";"$/hl";"13,9408";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2001";"$/hl";"14,3823";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2001";"$/hl";"14,2971";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2001";"$/hl";"14,1402";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2001";"$/hl";"13,834";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2001";"$/hl";"14,0604";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2001";"$/hl";"14,3244";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2001";"$/hl";"14,3906";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2001";"$/hl";"14,3438";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2002";"$/hl";"14,4154";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2002";"$/hl";"14,4067";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2002";"$/hl";"14,4008";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2002";"$/hl";"10,3481";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2002";"$/hl";"10,2638";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2002";"$/hl";"10,1943";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2002";"$/hl";"9,9943";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2002";"$/hl";"8,1468";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2002";"$/hl";"8,2634";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2002";"$/hl";"8,4523";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2002";"$/hl";"8,5245";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2002";"$/hl";"9,1969";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2003";"$/hl";"9,1892";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2003";"$/hl";"9,2476";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2003";"$/hl";"9,2304";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2003";"$/hl";"12,881";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2003";"$/hl";"12,7661";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2003";"$/hl";"12,738";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2003";"$/hl";"12,5315";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2003";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2003";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2003";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2003";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2003";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2004";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2005";"$/hl";"";"-"
