"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";"";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2013";"k$";"25920,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2013";"k$";"25496,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2013";"k$";"25538,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2014";"k$";"25607";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2014";"k$";"23740";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2014";"k$";"26402,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2014";"k$";"25998,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2014";"k$";"26341,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2014";"k$";"25586,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2014";"k$";"25441,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2014";"k$";"25601";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2014";"k$";"22972,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2014";"k$";"25206";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2014";"k$";"25036,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2014";"k$";"25650,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2015";"k$";"24026,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2015";"k$";"22450,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2015";"k$";"26351";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2015";"k$";"23592,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2015";"k$";"24210,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2015";"k$";"23475,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2015";"k$";"22593,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2015";"k$";"22594,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2015";"k$";"23175,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2015";"k$";"24380,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2015";"k$";"24163,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2015";"k$";"24223";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2016";"k$";"23021,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2016";"k$";"21253,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2016";"k$";"23723,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2016";"k$";"22363,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2016";"k$";"24204,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2016";"k$";"23308,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2016";"k$";"20936,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2016";"k$";"23967";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2016";"k$";"22464,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2016";"k$";"24062,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2016";"k$";"24386,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2016";"k$";"26207,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2017";"k$";"23669,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2017";"k$";"22289,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2017";"k$";"24612,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2017";"k$";"22149,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2017";"k$";"24148,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2017";"k$";"24199,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2017";"k$";"23797,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2017";"k$";"24892,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2017";"k$";"23136";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2017";"k$";"24660,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2017";"k$";"23764,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2017";"k$";"24287,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2018";"k$";"24097,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2018";"k$";"22242,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2018";"k$";"23982,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2018";"k$";"21899,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2018";"k$";"23844,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2018";"k$";"22407,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Lactose et autres solides";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2018";"k$";"22803,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-1999";"k$";"131424,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-1999";"k$";"121861,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-1999";"k$";"132378,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-1999";"k$";"129816,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-1999";"k$";"132257,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-1999";"k$";"123034,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-1999";"k$";"125398,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-1999";"k$";"130347,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-1999";"k$";"122654,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-1999";"k$";"133447,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-1999";"k$";"129205,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-1999";"k$";"134159,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2000";"k$";"129879,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2000";"k$";"130035,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2000";"k$";"140450,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2000";"k$";"135494,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2000";"k$";"136613,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2000";"k$";"138544,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2000";"k$";"127447,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2000";"k$";"137178,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2000";"k$";"136973,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2000";"k$";"139732,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2000";"k$";"137211,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2000";"k$";"139677,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2001";"k$";"132100,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2001";"k$";"130784,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2001";"k$";"141069,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2001";"k$";"140217,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2001";"k$";"145670,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2001";"k$";"130569";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2001";"k$";"129485,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2001";"k$";"143018,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2001";"k$";"141792,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2001";"k$";"142946,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2001";"k$";"142084,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2001";"k$";"139306,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2002";"k$";"146132,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2002";"k$";"132270,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2002";"k$";"138154,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2002";"k$";"135009,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2002";"k$";"137295,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2002";"k$";"140205,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2002";"k$";"133003,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2002";"k$";"130299,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2002";"k$";"126434,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2002";"k$";"136038";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2002";"k$";"134463,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2002";"k$";"144897,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2003";"k$";"144957,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2003";"k$";"138963,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2003";"k$";"154744";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2003";"k$";"154771,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2003";"k$";"160427";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2003";"k$";"155431,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2003";"k$";"146681,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2003";"k$";"145226,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2003";"k$";"150417,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2003";"k$";"149699,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2003";"k$";"145918,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2003";"k$";"156610,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2004";"k$";"153727,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2004";"k$";"147016,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2004";"k$";"157702,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2004";"k$";"158404,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2004";"k$";"160181";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2004";"k$";"164451,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2004";"k$";"150306";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2004";"k$";"158465,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2004";"k$";"151355,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2004";"k$";"159132,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2004";"k$";"156239,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2004";"k$";"160906,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2005";"k$";"162433,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2005";"k$";"161010,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2005";"k$";"174026,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2005";"k$";"161948,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2005";"k$";"168002,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2005";"k$";"167824,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2005";"k$";"163498,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2005";"k$";"166534";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2005";"k$";"161009,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2005";"k$";"164862,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2005";"k$";"168182,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2005";"k$";"167960,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2006";"k$";"170214,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2006";"k$";"161719,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2006";"k$";"178342,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2006";"k$";"164941,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2006";"k$";"170243,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2006";"k$";"161446,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2006";"k$";"153406";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2006";"k$";"163072,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2006";"k$";"161768,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2006";"k$";"167832,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2006";"k$";"163591";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2006";"k$";"170565,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2007";"k$";"170120,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2007";"k$";"157476,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2007";"k$";"174238,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2007";"k$";"175810,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2007";"k$";"180038,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2007";"k$";"176165,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2007";"k$";"174464,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2007";"k$";"179941,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2007";"k$";"178825,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2007";"k$";"181510,9";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2007";"k$";"178072,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2007";"k$";"179688";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2008";"k$";"175340,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2008";"k$";"170133,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2008";"k$";"174144";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2008";"k$";"179424,5";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2008";"k$";"179942,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2008";"k$";"175002,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2008";"k$";"167285,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2008";"k$";"174260,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2008";"k$";"173606,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2008";"k$";"174746,8";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2008";"k$";"173635,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2008";"k$";"178048,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2009";"k$";"183934,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2009";"k$";"163343,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2009";"k$";"183970,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2009";"k$";"179117,4";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2009";"k$";"183451,2";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2009";"k$";"181541,1";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2009";"k$";"178644,7";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2009";"k$";"178750,6";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2009";"k$";"173813,3";""
"Recettes laitières ";"..Intra quota";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2009";"k$";"176315,8";""
