"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";"";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-1999";"k$";"66635,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-1999";"k$";"66778,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-1999";"k$";"60956,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-1999";"k$";"64410,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-1999";"k$";"65763,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-1999";"k$";"61063,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-1999";"k$";"66576,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-1999";"k$";"63524";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-1999";"k$";"68061,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2000";"k$";"64767,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2000";"k$";"66120,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2000";"k$";"70845,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2000";"k$";"68099,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2000";"k$";"67780,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2000";"k$";"69844,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2000";"k$";"63762,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2000";"k$";"69164,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2000";"k$";"68456,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2000";"k$";"69023,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2000";"k$";"68195,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2000";"k$";"70021,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2001";"k$";"64286,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2001";"k$";"65114,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2001";"k$";"69463,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2001";"k$";"69168,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2001";"k$";"72374,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2001";"k$";"65487,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2001";"k$";"64820";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2001";"k$";"70932,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2001";"k$";"70168,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2001";"k$";"69621,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2001";"k$";"69817,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2001";"k$";"69994,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2002";"k$";"73598";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2002";"k$";"65266,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2002";"k$";"66804,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2002";"k$";"65142,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2002";"k$";"66676,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2002";"k$";"70942,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2002";"k$";"66697,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2002";"k$";"65056,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2002";"k$";"63432";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2002";"k$";"68228,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2002";"k$";"67256,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2002";"k$";"71976,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2003";"k$";"70483,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2003";"k$";"69206,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2003";"k$";"76597,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2003";"k$";"76510,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2003";"k$";"78284,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2003";"k$";"76509,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2003";"k$";"71779,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2003";"k$";"73219,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2003";"k$";"75351,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2003";"k$";"73915,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2003";"k$";"72593,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2003";"k$";"77570,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2004";"k$";"72870,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2004";"k$";"71441,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2004";"k$";"75330";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2004";"k$";"76389,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2004";"k$";"76839,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2004";"k$";"80468,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2004";"k$";"73143,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2004";"k$";"78785,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2004";"k$";"73864,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2004";"k$";"78774,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2004";"k$";"54113,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2004";"k$";"54123,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2005";"k$";"54283,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2005";"k$";"54059";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2005";"k$";"58395";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2005";"k$";"52209,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2005";"k$";"55342";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2005";"k$";"57350,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2005";"k$";"58372,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2005";"k$";"59772,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2005";"k$";"56474,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2005";"k$";"55604,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2005";"k$";"58864";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2005";"k$";"55733";""
